Canonical URL,RSD Name,Author,Skill Statement,Category,Keywords,Alignment Name
https://osmt.wgu.edu/api/skills/2bdf74d9-dfe2-4a04-8651-2d8331069496,Information Security Program Resource Acquisition,Western Governors University,Acquire requirements for internal and external resources for executing the information security program.,Information Security Management,Information Systems Security; Information Security Management; Compromise Assessment; Computer Emergency Response Teams (CERT); Computer Security Incident Response (CSIRT); Defense Information Systems Agency (DISA); Dynamic Application Security Testing (DAST); Information Asset Classification; Personnel Security; Security Architecture; Security by Design; Security Event Triage; Security Implementation; Security Integration; Security Models and Design; Security Operations Center (SOC); Security Operations Management; Symantec Packages; Systems; Applications & Products (SAP) Enterprise Threat Detection (ETD); Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) Fiori Security; Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) User Interface 5 (UI5) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA); Fiori; and User Interface 5 (UI5) Security; Applications & Products (SAP) Security & Governance; Risk; and Compliance (GRC); ThreadFix; ThreatConnect; TippingPoint; TrapX DeceptionGrid; Varonis; Virtual Domains (VDOMs); Vormetric; Vormetric Application Encryption; Vormetric Tokenization; Security Architecture and Design: The Big Picture; WGUSID: 496.1,Information Security Management
https://osmt.wgu.edu/api/skills/578f4f28-bfab-4aad-9647-10f3d53398d7,Information Security Program Resource Management,Western Governors University,Manage requirements for internal and external resources for executing the information security program.,Information Security Management,Information Systems Security; Information Security Management; Compromise Assessment; Computer Emergency Response Teams (CERT); Computer Security Incident Response (CSIRT); Defense Information Systems Agency (DISA); Dynamic Application Security Testing (DAST); Information Asset Classification; Personnel Security; Security Architecture; Security by Design; Security Event Triage; Security Implementation; Security Integration; Security Models and Design; Security Operations Center (SOC); Security Operations Management; Symantec Packages; Systems; Applications & Products (SAP) Enterprise Threat Detection (ETD); Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) Fiori Security; Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) User Interface 5 (UI5) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA); Fiori; and User Interface 5 (UI5) Security; Applications & Products (SAP) Security & Governance; Risk; and Compliance (GRC); ThreadFix; ThreatConnect; TippingPoint; TrapX DeceptionGrid; Varonis; Virtual Domains (VDOMs); Vormetric; Vormetric Application Encryption; Vormetric Tokenization; Security Architecture and Design: The Big Picture; WGUSID: 496.2,Information Security Management
https://osmt.wgu.edu/api/skills/e150e737-4dd8-4899-a88f-90581f0372af,Define Information Security Program Resource,Western Governors University,Define requirements for internal and external resources for executing the information security program.,Information Security Management,Information Systems Security; Information Security Management; Compromise Assessment; Computer Emergency Response Teams (CERT); Computer Security Incident Response (CSIRT); Defense Information Systems Agency (DISA); Dynamic Application Security Testing (DAST); Information Asset Classification; Personnel Security; Security Architecture; Security by Design; Security Event Triage; Security Implementation; Security Integration; Security Models and Design; Security Operations Center (SOC); Security Operations Management; Symantec Packages; Systems; Applications & Products (SAP) Enterprise Threat Detection (ETD); Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) Fiori Security; Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) User Interface 5 (UI5) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA); Fiori; and User Interface 5 (UI5) Security; Applications & Products (SAP) Security & Governance; Risk; and Compliance (GRC); ThreadFix; ThreatConnect; TippingPoint; TrapX DeceptionGrid; Varonis; Virtual Domains (VDOMs); Vormetric; Vormetric Application Encryption; Vormetric Tokenization; Security Architecture and Design: The Big Picture; WGUSID: 496.3,Information Security Management
https://osmt.wgu.edu/api/skills/3a890f60-9632-424d-a6af-2d73956b5fb6,Information Security Policies Implementation,Western Governors University,"Implement information security policies, standards, procedures, and guidelines.",Information Security Management,Information Systems Security; Information Security Management; Compromise Assessment; Computer Emergency Response Teams (CERT); Computer Security Incident Response (CSIRT); Defense Information Systems Agency (DISA); Dynamic Application Security Testing (DAST); Information Asset Classification; Personnel Security; Security Architecture; Security by Design; Security Event Triage; Security Implementation; Security Integration; Security Models and Design; Security Operations Center (SOC); Security Operations Management; Symantec Packages; Systems; Applications & Products (SAP) Enterprise Threat Detection (ETD); Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) Fiori Security; Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) User Interface 5 (UI5) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA); Fiori; and User Interface 5 (UI5) Security; Applications & Products (SAP) Security & Governance; Risk; and Compliance (GRC); ThreadFix; ThreatConnect; TippingPoint; TrapX DeceptionGrid; Varonis; Virtual Domains (VDOMs); Vormetric; Vormetric Application Encryption; Vormetric Tokenization; Missing; WGUSID: 497,Information Security Management
https://osmt.wgu.edu/api/skills/d4e8d73b-6fff-4244-ab0e-1a7a8765f85f,Information Security Policies Communication,Western Governors University,"Communicate information security policies, standards, procedures, and guidelines.",Information Security Management,Information Systems Security; Information Security Management; Compromise Assessment; Computer Emergency Response Teams (CERT); Computer Security Incident Response (CSIRT); Defense Information Systems Agency (DISA); Dynamic Application Security Testing (DAST); Information Asset Classification; Personnel Security; Security Architecture; Security by Design; Security Event Triage; Security Implementation; Security Integration; Security Models and Design; Security Operations Center (SOC); Security Operations Management; Symantec Packages; Systems; Applications & Products (SAP) Enterprise Threat Detection (ETD); Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) Fiori Security; Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) User Interface 5 (UI5) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA); Fiori; and User Interface 5 (UI5) Security; Applications & Products (SAP) Security & Governance; Risk; and Compliance (GRC); ThreadFix; ThreatConnect; TippingPoint; TrapX DeceptionGrid; Varonis; Virtual Domains (VDOMs); Vormetric; Vormetric Application Encryption; Vormetric Tokenization; Missing; WGUSID: 497.1,Information Security Management
https://osmt.wgu.edu/api/skills/adfa1c9e-a959-4e67-8664-a9360e581745,Security Policies Budgetary Planning Application,Western Governors University,Apply strategic budgetary planning and reporting methods to security policies.,Information Governance,Information Systems Security; Information Governance; Information Security Manager: Information Security Governance; WGUSID: 542,Information Governance
https://osmt.wgu.edu/api/skills/b7f274e0-e04d-4f61-954b-b28790185a29,Threat Identification,Western Governors University,"Identify threats, attacks, and vulnerabilities using the Microsoft Threat Modeling Tool.",Threat Modeling,Information Systems Security; Threat Modeling; Threat Modeling Fundamentals; WGUSID: 569,Threat Modeling
https://osmt.wgu.edu/api/skills/a9e30a64-4b4c-4b3e-b6c9-050f4a50aadf,Threat Mitigation,Western Governors University,"Mitigate threats, attacks, and vulnerabilities using the Microsoft Threat Modeling Tool.",Threat Modeling,Information Systems Security; Threat Modeling; Threat Modeling Fundamentals; WGUSID: 569.1,Threat Modeling
https://osmt.wgu.edu/api/skills/219472eb-07a7-4c0d-8a44-7f3332771e65,Articulate Complex Ideas,Western Governors University,"Articulate complex ideas, opinions, and information, pointing out connections and relationships.",Communications,Communications; WGUSID: 606,Communications
https://osmt.wgu.edu/api/skills/42ca3cbe-e180-439d-b224-ca1fdaa03d72,Framework Use Case Articulation,Western Governors University,"Articulate use cases for frameworks, best practices, and configuration guides.",Information Systems Security,Information Systems Security; The Information Security Big Picture; WGUSID: 633,Information Systems Security
https://osmt.wgu.edu/api/skills/19ab42bd-0702-4f77-a378-1ed8cd24e598,Security Protocols Design,Western Governors University,Design security protocols for minimizing the attack surface of Infrastructure as a service (IaaS) deployments.,Infrastructure As A Service (IaaS),Information Systems Security; Infrastructure As A Service (IaaS) Security; Cloud Computing and the Security Challenge; WGUSID: 664,
https://osmt.wgu.edu/api/skills/b8cefab0-79ac-4597-93b1-637492dc8b58,Platform as a Service (PaaS) Deployments Security Requirements Assessment,Western Governors University,Assess business needs and security requirements for Platform as a service (PaaS) deployments.,Platform as a Service (PaaS),Information Systems Security; Cloud Computing and the Security Challenge; Platform as a Service (PaaS); Platform as a Service (PaaS) Security; WGUSID: 665,Platform as a Service (PaaS)
https://osmt.wgu.edu/api/skills/7238d37e-63a3-4398-88cb-165448153f0f,Platform as a Service (PaaS) Deployments Security Protocols Design,Western Governors University,Design security protocols for Platform as a Service (PaaS) for minimizing risk and achieving required compliance.,Platform as a Service (PaaS),Information Systems Security; Cloud Computing and the Security Challenge; Platform as a Service (PaaS); Platform as a Service (PaaS) Security; WGUSID: 665.2,Platform as a Service (PaaS)
https://osmt.wgu.edu/api/skills/b5638320-07bd-4c5f-abf1-9ffd0852db9e,Information Asset Valuation Methodologies Assessment,Western Governors University,Assess information asset valuation methodologies.,Information Security Management,Information Systems Security; Information Security Management; Compromise Assessment; Computer Emergency Response Teams (CERT); Computer Security Incident Response (CSIRT); Defense Information Systems Agency (DISA); Dynamic Application Security Testing (DAST); Information Asset Classification; Personnel Security; Security Architecture; Security by Design; Security Event Triage; Security Implementation; Security Integration; Security Models and Design; Security Operations Center (SOC); Security Operations Management; Symantec Packages; Systems; Applications & Products (SAP) Enterprise Threat Detection (ETD); Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) Fiori Security; Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) User Interface 5 (UI5) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA); Fiori; and User Interface 5 (UI5) Security; Applications & Products (SAP) Security & Governance; Risk; and Compliance (GRC); ThreadFix; ThreatConnect; TippingPoint; TrapX DeceptionGrid; Varonis; Virtual Domains (VDOMs); Vormetric; Vormetric Application Encryption; Vormetric Tokenization; Information Classification; BSBCIA; Missing; WGUSID: 678,Information Security Management
https://osmt.wgu.edu/api/skills/8a6a34f2-3783-499d-aea5-88ed69502f49,Information Asset Classification Model Establishment Methods Assessment,Western Governors University,Assess methods for establishing an information asset classification model consistent with business objectives.,Information Security Management,Information Systems Security; Information Security Management; Compromise Assessment; Computer Emergency Response Teams (CERT); Computer Security Incident Response (CSIRT); Defense Information Systems Agency (DISA); Dynamic Application Security Testing (DAST); Information Asset Classification; Personnel Security; Security Architecture; Security by Design; Security Event Triage; Security Implementation; Security Integration; Security Models and Design; Security Operations Center (SOC); Security Operations Management; Symantec Packages; Systems; Applications & Products (SAP) Enterprise Threat Detection (ETD); Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) Fiori Security; Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) User Interface 5 (UI5) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA); Fiori; and User Interface 5 (UI5) Security; Applications & Products (SAP) Security & Governance; Risk; and Compliance (GRC); ThreadFix; ThreatConnect; TippingPoint; TrapX DeceptionGrid; Varonis; Virtual Domains (VDOMs); Vormetric; Vormetric Application Encryption; Vormetric Tokenization; Information Classification; WGUSID: 683,Information Security Management
https://osmt.wgu.edu/api/skills/73c302f0-dd82-4dcf-b287-d610a536d701,Web Application Vulnerability Assessment,Western Governors University,Assess the vulnerabilities of the code and the platform used by a web application.,Web Application Security,Information Systems Security; Web Application Security; Sonarube; IBM AppScan; HP Fortify; Web Application Security Testing; WGUSID: 737,Web Application Security
https://osmt.wgu.edu/api/skills/57bfd1f8-6608-488a-8e23-109dcad4ca54,White Paper Writing,Western Governors University,Write white papers.,Written Communication,Business Ethics; Business_Ethics; Professional_Ethics; Communications; Doing; Written Communication; Writing; Academic Writing; Punctuation; Editing; Medical Writing; Grammar; WGUSID: 797,Written Communication
https://osmt.wgu.edu/api/skills/8384d045-0c16-4ed5-920a-e13a803a7b50,Cyber Breach Cost Calculation,Western Governors University,Calculate the cost and exposure of a successful cyber breach.,Security Analysis,Information Systems Security; Security Analysis; Implementing a Security Assessment and Authorization Process; Security Assessments; WGUSID: 870,Security Analysis
https://osmt.wgu.edu/api/skills/fe1fa9b9-c998-440c-86a9-bf213b56275c,Determine Likelihood of Asset Threat Exploitation,Western Governors University,Determine the likelihood of a threat exploitation for an asset and the impact of a successful exploitation.,Information Assurance,Information Systems Security; BSBCIA; Information Security Manager: Information Security Governance; Information Assurance; WGUSID: 875,Information Assurance
https://osmt.wgu.edu/api/skills/d38de0d2-6648-4a6b-aaa9-ad2e5420c23b,Business Asset Criticality Classification,Western Governors University,"Classify information security assets, systems, and services based on the criticality to business.",Vulnerability Assessments,Information Systems Security; Vulnerability Assessments; Vulnerability Management: The Big Picture; Kali Linux; Nessus; Vulnerability Assessment; Vulnerability Analysis; WGUSID: 915,Vulnerability Assessments
https://osmt.wgu.edu/api/skills/05fa69cb-dd64-4d62-825e-c65bae46f3d8,Threats and Vulnerabilities Classification,Western Governors University,Classify threats and vulnerabilities into a risk classification system.,Threat Modeling,Information Systems Security; Threat Modeling; Threat Modeling Fundamentals; WGUSID: 917,Threat Modeling
https://osmt.wgu.edu/api/skills/eb297d4b-6249-4ddb-b1d2-891c6acb7eb3,Acquire Threat Assessment Scope Data,Western Governors University,Acquire data in a forensic manner necessary for covering the scope of the threat assessment.,Threat Assessment,Information Systems Security; Threat Modeling Fundamentals; Threat Assessment; WGUSID: 1018,Threat Assessment
https://osmt.wgu.edu/api/skills/b1ac7858-3430-4368-95fb-6b41575cd970,Recommended Actions Writing,Western Governors University,Write recommended actions based on performance.,Written Communication,Business_Ethics; Professional_Ethics; Communications; Doing; Written Communication; Writing; Academic Writing; WGUSID: 1057,Written Communication
https://osmt.wgu.edu/api/skills/61603b1f-ca8b-4e05-b40a-b1808747c98d,Perform Network Vulnerability Analysis,Western Governors University,Perform network vulnerability analysis.,Network Security,Information Systems Security; Network Security; Network Defense (CND Prep); Cisco ASA; Cisco FirePower; Palo Alto Networks; WGUSID: 1259.1,Network Security
https://osmt.wgu.edu/api/skills/a4320171-ca96-478c-bd02-2210f6a49265,Network Attack Surface Determination,Western Governors University,Determine the attack surface of the network to be protected.,Network Security,Information Systems Security; Network Security; Network Defense (CND Prep); Cisco ASA; Cisco FirePower; Palo Alto Networks; WGUSID: 1259.2,Network Security
https://osmt.wgu.edu/api/skills/611b4f38-9660-4c00-b2b0-526c40093fe0,Governing Bodies Collaboration,Western Governors University,Collaborate with organizational governing bodies to learn about company ethics policies and procedures.,Business Ethics,Business Ethics; Business_Ethics; Professional_Ethics; Thinking; Collaboration; WGUSID: 1268,Business Ethics
https://osmt.wgu.edu/api/skills/e202fc14-0dd2-4a80-96e8-c01ed11fe7aa,Security Protocols Monitoring,Western Governors University,"Monitor infrastructure as a service (IaaS) security protocols and technologies for intrusion, attack, or vulnerability.",Infrastructure As A Service (IaaS),Information Systems Security; Infrastructure As A Service (IaaS) Security; Cloud Computing and the Security Challenge; WGUSID: 1339,
https://osmt.wgu.edu/api/skills/cfbc41a0-2941-43df-a1f1-6875267e171c,Platform as a Service (PaaS) Security Protocol Monitoring,Western Governors University,Monitor platform as a service (PaaS) security protocols and technologies for cyber threats.,Platform as a Service (PaaS),Information Systems Security; Cloud Computing and the Security Challenge; Platform as a Service (PaaS); Platform as a Service (PaaS) Security; WGUSID: 1340,Platform as a Service (PaaS)
https://osmt.wgu.edu/api/skills/113d463f-954c-4e12-a65e-de7347f659d2,Disaster Recovery Contingency Statement Creation,Western Governors University,Create a contingency statement for disaster recovery planning.,Disaster Recovery Plan,Information Systems Security; Disaster Recovery Plan; Disaster Recovery Planning: Step by Step; Disaster Recovery Planning; WGUSID: 1429,Disaster Recovery Plan
https://osmt.wgu.edu/api/skills/3651e91c-8557-4f0b-993e-9cb81eb772c9,Perform Business Impact Analysis (BIA),Western Governors University,Perform a detailed business impact analysis (BIA) for disaster recovery planning.,Disaster Recovery Plan,Information Systems Security; Disaster Recovery Plan; Disaster Recovery Planning: Step by Step; Disaster Recovery Planning; WGUSID: 1429.1,Disaster Recovery Plan
https://osmt.wgu.edu/api/skills/8ce5991b-e579-424d-b556-92a65d6a3e77,Virtualized Infrastructure Security Policies Creation,Western Governors University,Create security policies that are applicable to the virtualized infrastructure.,Virtualization Security,Information Systems Security; Virtualization Security; Securing Windows Server 2016 Virtualization; WGUSID: 1552,Virtualization Security
https://osmt.wgu.edu/api/skills/0e8d5de7-d89b-487e-ae7d-b23b8bf652cf,Virtualized Infrastructure Security Policies Implementation,Western Governors University,Implement security policies that are applicable to the virtualized infrastructure.,Virtualization Security,Information Systems Security; Virtualization Security; Securing Windows Server 2016 Virtualization; WGUSID: 1552.1,Virtualization Security
https://osmt.wgu.edu/api/skills/e664fb86-0cf4-42ed-b4d8-96b54bd8f5bc,Cybersecurity Policies Creation,Western Governors University,Create policies and procedures for an adverse cybersecurity event.,Incident Response,Information Systems Security; Incident Detection and Response: The Big Picture; Splunk; IBM Radar; Incident Response; WGUSID: 1681,Incident Response
https://osmt.wgu.edu/api/skills/51f57eea-7e95-414a-8cd8-f10ca12347fe,Define Organizational Accountability,Western Governors University,"Define organizational accountability, including the scope of liability and imputability.",Corporate Governance,Information Systems Security; Corporate Governance; Enabling IT Governance and Management; Organizational Governance; WGUSID: 1820,Corporate Governance
https://osmt.wgu.edu/api/skills/296250ae-81e6-4b72-8045-036b6183d372,Define Organizational Responsibility,Western Governors University,Define organizational responsibilities.,Corporate Governance,Information Systems Security; Corporate Governance; Enabling IT Governance and Management; Organizational Governance; WGUSID: 1821,Corporate Governance
https://osmt.wgu.edu/api/skills/f8116484-d8f1-41b0-9e47-a84833307ff5,Centralized Authentication Deployment Explanation,Western Governors University,Explain how centralized authentication and the required encryption protocols are deployed to wireless access systems.,Wireless Network Security,Information Systems Security; Wireless Network Security; Wireless Network Penetration Testing; WGUSID: 1971,
https://osmt.wgu.edu/api/skills/d76d9e25-9c5b-40d5-a1f1-9d537ea2f626,Install Wireless Intrusion Detection,Western Governors University,Install wireless intrusion detection and wireless intrusion prevention on a network.,Wireless Network Security,Information Systems Security; Wireless Network Security; Wireless Network Penetration Testing; WGUSID: 1981,
https://osmt.wgu.edu/api/skills/3821e755-96e8-4003-b47e-2946c3eed821,Information Security Control Communication,Western Governors University,Communicate information security controls.,Security Policies,Information Systems Security; Security Policies; Designing and Implementing Security Policies; Security Policy Creation; WGUSID: 1992,Security Policies
https://osmt.wgu.edu/api/skills/374c415d-ee95-4659-8a18-25fc2e897400,Information Security Processes Description,Western Governors University,"Describe information security processes and resources, including people and technologies, in alignment with the organization's business goals and methods for applying them.",Information Security Management,Information Systems Security; Information Security Management; Compromise Assessment; Computer Emergency Response Teams (CERT); Computer Security Incident Response (CSIRT); Defense Information Systems Agency (DISA); Dynamic Application Security Testing (DAST); Information Asset Classification; Personnel Security; Security Architecture; Security by Design; Security Event Triage; Security Implementation; Security Integration; Security Models and Design; Security Operations Center (SOC); Security Operations Management; Symantec Packages; Systems; Applications & Products (SAP) Enterprise Threat Detection (ETD); Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) Fiori Security; Applications & Products (SAP) in Data Processing Business Suite 4 (S/4) User Interface 5 (UI5) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA) Security; Applications & Products (SAP) in Data Processing Business Suite 4 High-Performance Analytic Appliance (S/4HANA); Fiori; and User Interface 5 (UI5) Security; Applications & Products (SAP) Security & Governance; Risk; and Compliance (GRC); ThreadFix; ThreatConnect; TippingPoint; TrapX DeceptionGrid; Varonis; Virtual Domains (VDOMs); Vormetric; Vormetric Application Encryption; Vormetric Tokenization; WGUSID: 1993,Information Security Management
